frame.time,ip.src,ip.dst,udp.srcport,udp.dstport,dns.qry.name,dns.qry.type,dns.flags.response
"Apr 10, 2025 22:36:09.098250000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,GB.lgtvsdp.com,1,FALSE
"Apr 10, 2025 22:36:09.098250000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,GB.lgtvsdp.com,28,FALSE
"Apr 10, 2025 22:36:09.153899000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,GB.lgtvsdp.com,28,TRUE
"Apr 10, 2025 22:36:09.169132000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,GB.lgtvsdp.com,1,TRUE
"Apr 10, 2025 22:36:09.340353000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,auth-ctv.digitaluk.co.uk,1,FALSE
"Apr 10, 2025 22:36:09.340353000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,auth-ctv.digitaluk.co.uk,28,FALSE
"Apr 10, 2025 22:36:09.387589000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,auth-ctv.digitaluk.co.uk,28,TRUE
"Apr 10, 2025 22:36:09.390028000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,auth-ctv.digitaluk.co.uk,1,TRUE
"Apr 10, 2025 22:36:09.651170000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,GB.lgtvsdp.com,1,FALSE
"Apr 10, 2025 22:36:09.651170000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,GB.lgtvsdp.com,28,FALSE
"Apr 10, 2025 22:36:09.652898000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,GB.lgtvsdp.com,1,TRUE
"Apr 10, 2025 22:36:09.665692000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,GB.lgtvsdp.com,28,TRUE
"Apr 10, 2025 22:36:09.813055000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,LG-TV-2020.prod.partner.netflix.net,1,FALSE
"Apr 10, 2025 22:36:09.813055000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,LG-TV-2020.prod.partner.netflix.net,28,FALSE
"Apr 10, 2025 22:36:09.973334000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,LG-TV-2020.prod.partner.netflix.net,28,TRUE
"Apr 10, 2025 22:36:09.973557000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,LG-TV-2020.prod.partner.netflix.net,1,TRUE
"Apr 10, 2025 22:36:10.773613000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,GB.lgtvsdp.com,1,FALSE
"Apr 10, 2025 22:36:10.773613000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,GB.lgtvsdp.com,28,FALSE
"Apr 10, 2025 22:36:10.774921000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,GB.lgtvsdp.com,1,TRUE
"Apr 10, 2025 22:36:10.792795000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,GB.lgtvsdp.com,28,TRUE
"Apr 10, 2025 22:36:10.941621000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,GB.lgtvsdp.com,1,FALSE
"Apr 10, 2025 22:36:10.941621000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,GB.lgtvsdp.com,28,FALSE
"Apr 10, 2025 22:36:10.944260000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,GB.lgtvsdp.com,1,TRUE
"Apr 10, 2025 22:36:11.027225000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,GB.lgtvsdp.com,28,TRUE
"Apr 10, 2025 22:36:11.779601000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,ngfts.lge.com,1,FALSE
"Apr 10, 2025 22:36:11.779804000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,ngfts.lge.com,28,FALSE
"Apr 10, 2025 22:36:11.838025000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,ngfts.lge.com,1,TRUE
"Apr 10, 2025 22:36:11.918848000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,ngfts.lge.com,28,TRUE
"Apr 10, 2025 22:36:12.290531000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,EIC.service.lgtvcommon.com,1,FALSE
"Apr 10, 2025 22:36:12.292527000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,EIC.service.lgtvcommon.com,28,FALSE
"Apr 10, 2025 22:36:12.328188000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,EIC.service.lgtvcommon.com,28,TRUE
"Apr 10, 2025 22:36:12.353666000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,EIC.service.lgtvcommon.com,1,TRUE
"Apr 10, 2025 22:36:13.396841000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,GB.lgtvsdp.com,1,FALSE
"Apr 10, 2025 22:36:13.396841000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,GB.lgtvsdp.com,28,FALSE
"Apr 10, 2025 22:36:13.398109000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,GB.lgtvsdp.com,1,TRUE
"Apr 10, 2025 22:36:13.463846000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,GB.lgtvsdp.com,28,TRUE
"Apr 10, 2025 22:36:14.526582000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,GB.lgtvsdp.com,1,FALSE
"Apr 10, 2025 22:36:14.526582000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,GB.lgtvsdp.com,28,FALSE
"Apr 10, 2025 22:36:14.527575000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,GB.lgtvsdp.com,1,TRUE
"Apr 10, 2025 22:36:14.572569000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,mediaservices.cdn-apple.com,1,FALSE
"Apr 10, 2025 22:36:14.572569000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,mediaservices.cdn-apple.com,28,FALSE
"Apr 10, 2025 22:36:14.581452000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,GB.lgtvsdp.com,28,TRUE
"Apr 10, 2025 22:36:14.597375000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,mediaservices.cdn-apple.com,1,TRUE
"Apr 10, 2025 22:36:14.604425000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,mediaservices.cdn-apple.com,28,TRUE
"Apr 10, 2025 22:36:15.854794000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,GB.lgtvsdp.com,1,FALSE
"Apr 10, 2025 22:36:15.854794000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,GB.lgtvsdp.com,28,FALSE
"Apr 10, 2025 22:36:15.856599000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,GB.lgtvsdp.com,1,TRUE
"Apr 10, 2025 22:36:15.912097000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,GB.lgtvsdp.com,28,TRUE
"Apr 10, 2025 22:36:16.420100000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,gb.ad.lgsmartad.com,1,FALSE
"Apr 10, 2025 22:36:16.421555000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,gb.ad.lgsmartad.com,28,FALSE
"Apr 10, 2025 22:36:16.454419000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,gb.ad.lgsmartad.com,28,TRUE
"Apr 10, 2025 22:36:16.454619000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,gb.ad.lgsmartad.com,1,TRUE
"Apr 10, 2025 22:36:17.119180000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,GB.lgtvsdp.com,1,FALSE
"Apr 10, 2025 22:36:17.120188000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,GB.lgtvsdp.com,1,TRUE
"Apr 10, 2025 22:36:17.190498000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,GB.lgtvsdp.com,28,FALSE
"Apr 10, 2025 22:36:17.243654000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,GB.lgtvsdp.com,28,TRUE
"Apr 10, 2025 22:36:17.390807000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,cdn-aas-campaigns.alphonso.tv,1,FALSE
"Apr 10, 2025 22:36:17.390807000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,cdn-aas-campaigns.alphonso.tv,28,FALSE
"Apr 10, 2025 22:36:17.398349000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,gb.ad.lgsmartad.com,1,FALSE
"Apr 10, 2025 22:36:17.398533000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,gb.ad.lgsmartad.com,28,FALSE
"Apr 10, 2025 22:36:17.399436000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,gb.ad.lgsmartad.com,28,TRUE
"Apr 10, 2025 22:36:17.399571000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,gb.ad.lgsmartad.com,1,TRUE
"Apr 10, 2025 22:36:17.551032000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,cdn-aas-campaigns.alphonso.tv,28,TRUE
"Apr 10, 2025 22:36:17.551130000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,cdn-aas-campaigns.alphonso.tv,1,TRUE
"Apr 10, 2025 22:36:18.131791000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,cdn-aas-campaigns.alphonso.tv,1,FALSE
"Apr 10, 2025 22:36:18.131791000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,cdn-aas-campaigns.alphonso.tv,28,FALSE
"Apr 10, 2025 22:36:18.132624000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,cdn-aas-campaigns.alphonso.tv,1,TRUE
"Apr 10, 2025 22:36:18.133017000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,cdn-aas-campaigns.alphonso.tv,28,TRUE
"Apr 10, 2025 22:36:18.241601000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,GB.lgtvsdp.com,1,FALSE
"Apr 10, 2025 22:36:18.241943000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,GB.lgtvsdp.com,28,FALSE
"Apr 10, 2025 22:36:18.242046000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,GB.lgtvsdp.com,1,TRUE
"Apr 10, 2025 22:36:18.267060000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,GB.lgtvsdp.com,28,TRUE
"Apr 10, 2025 22:36:18.433489000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,cdn-aas-campaigns.alphonso.tv,1,FALSE
"Apr 10, 2025 22:36:18.434147000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,cdn-aas-campaigns.alphonso.tv,28,FALSE
"Apr 10, 2025 22:36:18.434181000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,cdn-aas-campaigns.alphonso.tv,1,TRUE
"Apr 10, 2025 22:36:18.434627000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,cdn-aas-campaigns.alphonso.tv,28,TRUE
"Apr 10, 2025 22:36:18.848099000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,mediaservices.cdn-apple.com,1,FALSE
"Apr 10, 2025 22:36:18.848881000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,mediaservices.cdn-apple.com,1,TRUE
"Apr 10, 2025 22:36:18.948041000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,gb.ad.lgsmartad.com,1,FALSE
"Apr 10, 2025 22:36:18.948292000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,gb.ad.lgsmartad.com,28,FALSE
"Apr 10, 2025 22:36:18.948883000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,gb.ad.lgsmartad.com,28,TRUE
"Apr 10, 2025 22:36:18.949037000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,gb.ad.lgsmartad.com,1,TRUE
"Apr 10, 2025 22:36:19.248239000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,ocsp.digicert.com,1,FALSE
"Apr 10, 2025 22:36:19.398411000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,ocsp.digicert.com,1,TRUE
"Apr 10, 2025 22:36:19.444274000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,GB.lgtvsdp.com,1,FALSE
"Apr 10, 2025 22:36:19.444274000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,GB.lgtvsdp.com,28,FALSE
"Apr 10, 2025 22:36:19.445512000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,GB.lgtvsdp.com,1,TRUE
"Apr 10, 2025 22:36:19.496545000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,GB.lgtvsdp.com,28,TRUE
"Apr 10, 2025 22:36:19.770682000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,eu-ssp-pix.adstk.io,1,FALSE
"Apr 10, 2025 22:36:19.770682000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,eu-ssp-pix.adstk.io,28,FALSE
"Apr 10, 2025 22:36:19.846945000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,eu-ssp-pix.adstk.io,1,TRUE
"Apr 10, 2025 22:36:19.847291000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,eu-ssp-pix.adstk.io,28,TRUE
"Apr 10, 2025 22:36:20.257143000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,mediaservices.cdn-apple.com,1,FALSE
"Apr 10, 2025 22:36:20.258370000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,mediaservices.cdn-apple.com,1,TRUE
"Apr 10, 2025 22:36:20.486265000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,gb.ad.lgsmartad.com,1,FALSE
"Apr 10, 2025 22:36:20.486265000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,gb.ad.lgsmartad.com,28,FALSE
"Apr 10, 2025 22:36:20.487037000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,gb.ad.lgsmartad.com,28,TRUE
"Apr 10, 2025 22:36:20.487338000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,gb.ad.lgsmartad.com,1,TRUE
"Apr 10, 2025 22:36:20.600912000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,GB.lgtvsdp.com,1,FALSE
"Apr 10, 2025 22:36:20.600912000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,GB.lgtvsdp.com,28,FALSE
"Apr 10, 2025 22:36:20.601992000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,GB.lgtvsdp.com,1,TRUE
"Apr 10, 2025 22:36:20.626791000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,GB.lgtvsdp.com,28,TRUE
"Apr 10, 2025 22:36:20.820191000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,snu.lge.com,1,FALSE
"Apr 10, 2025 22:36:20.820377000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,snu.lge.com,28,FALSE
"Apr 10, 2025 22:36:20.936491000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,snu.lge.com,28,TRUE
"Apr 10, 2025 22:36:20.936600000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,snu.lge.com,1,TRUE
"Apr 10, 2025 22:36:22.544202000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,eu-ssp-pix.adstk.io,1,FALSE
"Apr 10, 2025 22:36:22.544202000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,eu-ssp-pix.adstk.io,28,FALSE
"Apr 10, 2025 22:36:22.545419000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,eu-ssp-pix.adstk.io,28,TRUE
"Apr 10, 2025 22:36:22.545538000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,eu-ssp-pix.adstk.io,1,TRUE
"Apr 10, 2025 22:36:23.454764000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,eu-imp-pix.adstk.io,1,FALSE
"Apr 10, 2025 22:36:23.454764000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,eu-imp-pix.adstk.io,28,FALSE
"Apr 10, 2025 22:36:23.611318000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,eu-imp-pix.adstk.io,28,TRUE
"Apr 10, 2025 22:36:23.615099000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,eu-imp-pix.adstk.io,1,TRUE
"Apr 10, 2025 22:36:23.951635000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,EIC.nudge.lgtvcommon.com,1,FALSE
"Apr 10, 2025 22:36:23.951635000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,EIC.nudge.lgtvcommon.com,28,FALSE
"Apr 10, 2025 22:36:24.095427000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,EIC.nudge.lgtvcommon.com,1,TRUE
"Apr 10, 2025 22:36:24.095716000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,EIC.nudge.lgtvcommon.com,28,TRUE
"Apr 10, 2025 22:36:24.875988000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,GB.lgtvsdp.com,1,FALSE
"Apr 10, 2025 22:36:24.875988000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,GB.lgtvsdp.com,28,FALSE
"Apr 10, 2025 22:36:24.902262000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,GB.lgtvsdp.com,1,TRUE
"Apr 10, 2025 22:36:24.913063000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,GB.lgtvsdp.com,28,TRUE
"Apr 10, 2025 22:36:25.389602000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,GB.lgtvsdp.com,1,FALSE
"Apr 10, 2025 22:36:25.389602000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,GB.lgtvsdp.com,28,FALSE
"Apr 10, 2025 22:36:25.390770000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,GB.lgtvsdp.com,1,TRUE
"Apr 10, 2025 22:36:25.426526000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,GB.lgtvsdp.com,28,TRUE
"Apr 10, 2025 22:36:27.124114000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,ngfts.lge.com,1,FALSE
"Apr 10, 2025 22:36:27.124114000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,ngfts.lge.com,28,FALSE
"Apr 10, 2025 22:36:27.162430000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,ngfts.lge.com,28,TRUE
"Apr 10, 2025 22:36:27.306791000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,ngfts.lge.com,1,TRUE
"Apr 10, 2025 22:36:27.649347000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,EIC.service.lgtvcommon.com,1,FALSE
"Apr 10, 2025 22:36:27.649347000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,EIC.service.lgtvcommon.com,28,FALSE
"Apr 10, 2025 22:36:27.650427000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,EIC.service.lgtvcommon.com,1,TRUE
"Apr 10, 2025 22:36:27.676325000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,EIC.service.lgtvcommon.com,28,TRUE
"Apr 10, 2025 22:36:27.948030000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,prov-lg.alphonso.tv,1,FALSE
"Apr 10, 2025 22:36:27.948030000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,prov-lg.alphonso.tv,28,FALSE
"Apr 10, 2025 22:36:28.001156000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,prov-lg.alphonso.tv,28,TRUE
"Apr 10, 2025 22:36:28.025744000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,prov-lg.alphonso.tv,1,TRUE
"Apr 10, 2025 22:36:28.864552000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,eu-imp-pix.adstk.io,1,FALSE
"Apr 10, 2025 22:36:28.864552000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,eu-imp-pix.adstk.io,28,FALSE
"Apr 10, 2025 22:36:28.869118000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,eu-imp-pix.adstk.io,1,TRUE
"Apr 10, 2025 22:36:28.896238000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,GB.lgtvsdp.com,1,FALSE
"Apr 10, 2025 22:36:28.896431000 GMT Daylight Time",192.168.137.107,192.168.137.1,55014,53,GB.lgtvsdp.com,28,FALSE
"Apr 10, 2025 22:36:28.897387000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,GB.lgtvsdp.com,1,TRUE
"Apr 10, 2025 22:36:28.911296000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,eu-imp-pix.adstk.io,28,TRUE
"Apr 10, 2025 22:36:28.911538000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,55014,GB.lgtvsdp.com,28,TRUE
"Apr 10, 2025 22:36:33.258643000 GMT Daylight Time",192.168.137.107,192.168.137.1,39564,53,wpad.mshome.net,1,FALSE
"Apr 10, 2025 22:36:33.259011000 GMT Daylight Time",192.168.137.107,192.168.137.1,39564,53,wpad.mshome.net,28,FALSE
"Apr 10, 2025 22:36:33.259090000 GMT Daylight Time",192.168.137.107,192.168.137.1,47311,53,<Root>,10,TRUE
"Apr 10, 2025 22:36:33.259319000 GMT Daylight Time",192.168.137.107,192.168.137.1,47311,53,<Root>,10,TRUE
"Apr 10, 2025 22:36:33.259319000 GMT Daylight Time",192.168.137.107,192.168.137.1,47311,53,eu-acr5.alphonso.tv,1,FALSE
"Apr 10, 2025 22:36:33.326671000 GMT Daylight Time",192.168.137.107,192.168.137.1,47552,53,<Root>,10,TRUE
"Apr 10, 2025 22:36:33.326671000 GMT Daylight Time",192.168.137.107,192.168.137.1,47552,53,<Root>,10,TRUE
"Apr 10, 2025 22:36:33.326671000 GMT Daylight Time",192.168.137.107,192.168.137.1,47552,53,eu-acr5.alphonso.tv,1,FALSE
"Apr 10, 2025 22:36:33.543017000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,47311,eu-acr5.alphonso.tv,1,TRUE
"Apr 10, 2025 22:36:33.543228000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,47552,eu-acr5.alphonso.tv,1,TRUE
"Apr 10, 2025 22:36:33.556890000 GMT Daylight Time",192.168.137.107,192.168.137.1,53,47311,eu-acr5.alphonso.tv,1,TRUE
"Apr 10, 2025 22:36:33.715417000 GMT Daylight Time",192.168.137.107,192.168.137.1,47552,53,www.ueiwsp.com,1,FALSE
"Apr 10, 2025 22:36:33.715417000 GMT Daylight Time",192.168.137.107,192.168.137.1,47552,53,www.ueiwsp.com,28,FALSE
"Apr 10, 2025 22:36:33.731278000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,39564,wpad.mshome.net,28,TRUE
"Apr 10, 2025 22:36:33.731532000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,39564,wpad.mshome.net,1,TRUE
"Apr 10, 2025 22:36:33.747378000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,47552,www.ueiwsp.com,1,TRUE
"Apr 10, 2025 22:36:33.747835000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,47552,www.ueiwsp.com,28,TRUE
"Apr 10, 2025 22:36:34.283163000 GMT Daylight Time",192.168.137.107,192.168.137.1,43279,53,lgtvonline.lge.com,1,FALSE
"Apr 10, 2025 22:36:34.448578000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,43279,lgtvonline.lge.com,1,TRUE
"Apr 10, 2025 22:36:35.122069000 GMT Daylight Time",192.168.137.107,192.168.137.1,52110,53,nrdp51-appboot.netflix.com,1,FALSE
"Apr 10, 2025 22:36:35.122331000 GMT Daylight Time",192.168.137.107,8.8.8.8,42341,53,nrdp51-appboot.netflix.com,1,FALSE
"Apr 10, 2025 22:36:35.122331000 GMT Daylight Time",192.168.137.107,192.168.137.1,52110,53,nrdp51-appboot.netflix.com,28,FALSE
"Apr 10, 2025 22:36:35.122771000 GMT Daylight Time",192.168.137.107,8.8.8.8,42341,53,nrdp51-appboot.netflix.com,28,FALSE
"Apr 10, 2025 22:36:35.122771000 GMT Daylight Time",192.168.137.107,192.168.137.1,52110,53,nrdp.nccp.netflix.com,1,FALSE
"Apr 10, 2025 22:36:35.122771000 GMT Daylight Time",192.168.137.107,8.8.8.8,42341,53,nrdp.nccp.netflix.com,1,FALSE
"Apr 10, 2025 22:36:35.122771000 GMT Daylight Time",192.168.137.107,192.168.137.1,52110,53,nrdp.nccp.netflix.com,28,FALSE
"Apr 10, 2025 22:36:35.122771000 GMT Daylight Time",192.168.137.107,8.8.8.8,42341,53,nrdp.nccp.netflix.com,28,FALSE
"Apr 10, 2025 22:36:35.122771000 GMT Daylight Time",192.168.137.107,192.168.137.1,52110,53,nrdp-cell4.prod.ftl.netflix.com,1,FALSE
"Apr 10, 2025 22:36:35.122771000 GMT Daylight Time",192.168.137.107,8.8.8.8,42341,53,nrdp-cell4.prod.ftl.netflix.com,1,FALSE
"Apr 10, 2025 22:36:35.122771000 GMT Daylight Time",192.168.137.107,192.168.137.1,52110,53,nrdp-cell4.prod.ftl.netflix.com,28,FALSE
"Apr 10, 2025 22:36:35.122771000 GMT Daylight Time",192.168.137.107,8.8.8.8,42341,53,nrdp-cell4.prod.ftl.netflix.com,28,FALSE
"Apr 10, 2025 22:36:35.122771000 GMT Daylight Time",192.168.137.107,192.168.137.1,52110,53,nrdp.prod.cloud.netflix.com,1,FALSE
"Apr 10, 2025 22:36:35.122771000 GMT Daylight Time",192.168.137.107,8.8.8.8,42341,53,nrdp.prod.cloud.netflix.com,1,FALSE
"Apr 10, 2025 22:36:35.122771000 GMT Daylight Time",192.168.137.107,192.168.137.1,52110,53,nrdp.prod.cloud.netflix.com,28,FALSE
"Apr 10, 2025 22:36:35.122771000 GMT Daylight Time",192.168.137.107,8.8.8.8,42341,53,nrdp.prod.cloud.netflix.com,28,FALSE
"Apr 10, 2025 22:36:35.122771000 GMT Daylight Time",192.168.137.107,192.168.137.1,52110,53,api-global.netflix.com,1,FALSE
"Apr 10, 2025 22:36:35.122771000 GMT Daylight Time",192.168.137.107,8.8.8.8,42341,53,api-global.netflix.com,1,FALSE
"Apr 10, 2025 22:36:35.122771000 GMT Daylight Time",192.168.137.107,192.168.137.1,52110,53,api-global.netflix.com,28,FALSE
"Apr 10, 2025 22:36:35.123750000 GMT Daylight Time",192.168.137.107,8.8.8.8,42341,53,api-global.netflix.com,28,FALSE
"Apr 10, 2025 22:36:35.123750000 GMT Daylight Time",192.168.137.107,192.168.137.1,52110,53,secure.netflix.com,1,FALSE
"Apr 10, 2025 22:36:35.123750000 GMT Daylight Time",192.168.137.107,8.8.8.8,42341,53,secure.netflix.com,1,FALSE
"Apr 10, 2025 22:36:35.123750000 GMT Daylight Time",192.168.137.107,192.168.137.1,52110,53,secure.netflix.com,28,FALSE
"Apr 10, 2025 22:36:35.123750000 GMT Daylight Time",192.168.137.107,8.8.8.8,42341,53,secure.netflix.com,28,FALSE
"Apr 10, 2025 22:36:35.123750000 GMT Daylight Time",192.168.137.107,192.168.137.1,52110,53,uiboot.netflix.com,1,FALSE
